frame,x,y,z
0,NaN,NaN,NaN
1,NaN,NaN,NaN
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,NaN,NaN,NaN
5,NaN,NaN,NaN
6,NaN,NaN,NaN
7,-1.1151,0.023498,0.16938
8,-1.0824,0.022004,0.1786
9,-1.0387,0.019067,0.19051
10,-0.98866,0.017455,0.19704
11,-0.94741,0.016785,0.20745
12,-0.9018,0.014191,0.21647
13,-0.8584,0.01365,0.22204
14,-0.81036,0.013003,0.22797
15,-0.76381,0.011102,0.23482
16,-0.72311,0.01175,0.24141
17,-0.68144,0.0099814,0.24288
18,-0.63712,0.0079572,0.24378
19,-0.59445,4.4218e-05,0.24827
20,-0.55074,-0.0017885,0.24998
21,-0.5043,-0.0096688,0.24886
22,-0.4644,-0.0072811,0.25463
23,-0.42342,-0.0094686,0.24859
24,-0.37532,-0.010763,0.24925
25,-0.33512,-0.012913,0.24968
26,-0.29615,-0.0072063,0.24822
27,-0.2537,-0.015172,0.24054
28,-0.21019,-0.024823,0.23664
29,-0.17309,-0.010249,0.23522
30,-0.13242,-0.0058708,0.22785
31,-0.086218,-0.01977,0.22128
32,-0.047298,-0.022044,0.21628
33,-0.0044753,-0.024233,0.20986
34,0.030346,-0.014556,0.20298
35,0.076962,-0.023597,0.19013
36,0.11292,-0.022505,0.18286
37,0.15197,-0.027702,0.16908
38,0.18842,-0.020727,0.1623
39,0.22365,-0.015278,0.14615
40,0.27044,-0.020955,0.13781
41,0.30849,-0.027173,0.11989
42,0.34844,-0.030894,0.11123
43,0.38387,-0.028649,0.093927
44,0.42204,-0.035639,0.076443
45,0.46407,-0.041965,0.060205
46,0.50123,-0.040595,0.045859
47,0.54077,-0.044043,0.027855
48,0.57754,-0.04965,0.0081815
49,0.61215,-0.038711,-0.0081366
50,0.65442,-0.060286,-0.033108
51,0.68915,-0.051781,-0.052617
52,0.72679,-0.056234,-0.072364
53,NaN,NaN,NaN
54,NaN,NaN,NaN
55,NaN,NaN,NaN
56,NaN,NaN,NaN
57,NaN,NaN,NaN
58,NaN,NaN,NaN
59,NaN,NaN,NaN
60,NaN,NaN,NaN
61,NaN,NaN,NaN
62,NaN,NaN,NaN
63,NaN,NaN,NaN
64,NaN,NaN,NaN
65,NaN,NaN,NaN
66,NaN,NaN,NaN
67,NaN,NaN,NaN
68,NaN,NaN,NaN
69,NaN,NaN,NaN
70,NaN,NaN,NaN
71,NaN,NaN,NaN
72,NaN,NaN,NaN
73,NaN,NaN,NaN
74,NaN,NaN,NaN
75,NaN,NaN,NaN
76,NaN,NaN,NaN
77,NaN,NaN,NaN
78,NaN,NaN,NaN
79,NaN,NaN,NaN
80,NaN,NaN,NaN
81,NaN,NaN,NaN
82,NaN,NaN,NaN
83,NaN,NaN,NaN
84,NaN,NaN,NaN
85,NaN,NaN,NaN
86,NaN,NaN,NaN
87,NaN,NaN,NaN
88,NaN,NaN,NaN
89,NaN,NaN,NaN
90,NaN,NaN,NaN
91,NaN,NaN,NaN
92,NaN,NaN,NaN
93,NaN,NaN,NaN
94,NaN,NaN,NaN
95,NaN,NaN,NaN
96,NaN,NaN,NaN
97,NaN,NaN,NaN
98,NaN,NaN,NaN
99,NaN,NaN,NaN
100,NaN,NaN,NaN
101,NaN,NaN,NaN
102,NaN,NaN,NaN
103,NaN,NaN,NaN
104,NaN,NaN,NaN
105,NaN,NaN,NaN
106,NaN,NaN,NaN
107,NaN,NaN,NaN
108,NaN,NaN,NaN
109,NaN,NaN,NaN
110,NaN,NaN,NaN
111,NaN,NaN,NaN
112,NaN,NaN,NaN
113,NaN,NaN,NaN
114,NaN,NaN,NaN
115,NaN,NaN,NaN
116,NaN,NaN,NaN
117,NaN,NaN,NaN
118,NaN,NaN,NaN
119,NaN,NaN,NaN
120,NaN,NaN,NaN
121,NaN,NaN,NaN
122,NaN,NaN,NaN
123,NaN,NaN,NaN
124,NaN,NaN,NaN
125,NaN,NaN,NaN
126,NaN,NaN,NaN
127,NaN,NaN,NaN
128,NaN,NaN,NaN
129,NaN,NaN,NaN
130,NaN,NaN,NaN
131,NaN,NaN,NaN
132,NaN,NaN,NaN
133,NaN,NaN,NaN
134,NaN,NaN,NaN
135,NaN,NaN,NaN
136,NaN,NaN,NaN
137,NaN,NaN,NaN
138,NaN,NaN,NaN
139,NaN,NaN,NaN
140,NaN,NaN,NaN
141,NaN,NaN,NaN
142,NaN,NaN,NaN
143,NaN,NaN,NaN
144,NaN,NaN,NaN
145,NaN,NaN,NaN
146,NaN,NaN,NaN
147,NaN,NaN,NaN
148,NaN,NaN,NaN
149,NaN,NaN,NaN
150,NaN,NaN,NaN
151,NaN,NaN,NaN
152,NaN,NaN,NaN
153,NaN,NaN,NaN
154,NaN,NaN,NaN
155,NaN,NaN,NaN
156,NaN,NaN,NaN
157,NaN,NaN,NaN
158,NaN,NaN,NaN
159,NaN,NaN,NaN
160,NaN,NaN,NaN
161,NaN,NaN,NaN
162,NaN,NaN,NaN
163,NaN,NaN,NaN
164,NaN,NaN,NaN
165,NaN,NaN,NaN
166,NaN,NaN,NaN
167,NaN,NaN,NaN
168,NaN,NaN,NaN
169,NaN,NaN,NaN
170,NaN,NaN,NaN
171,NaN,NaN,NaN
172,NaN,NaN,NaN
173,NaN,NaN,NaN
174,NaN,NaN,NaN
175,NaN,NaN,NaN
176,NaN,NaN,NaN
177,NaN,NaN,NaN
178,NaN,NaN,NaN
179,NaN,NaN,NaN
180,NaN,NaN,NaN
181,NaN,NaN,NaN
182,NaN,NaN,NaN
183,NaN,NaN,NaN
184,NaN,NaN,NaN
185,NaN,NaN,NaN
186,NaN,NaN,NaN
187,NaN,NaN,NaN
188,NaN,NaN,NaN
189,NaN,NaN,NaN
190,NaN,NaN,NaN
191,NaN,NaN,NaN
192,NaN,NaN,NaN
193,NaN,NaN,NaN
194,NaN,NaN,NaN
195,NaN,NaN,NaN
196,NaN,NaN,NaN
197,NaN,NaN,NaN
198,NaN,NaN,NaN
199,NaN,NaN,NaN
200,NaN,NaN,NaN
201,NaN,NaN,NaN
202,NaN,NaN,NaN
203,NaN,NaN,NaN
204,NaN,NaN,NaN
205,NaN,NaN,NaN
206,NaN,NaN,NaN
207,NaN,NaN,NaN
208,NaN,NaN,NaN
209,NaN,NaN,NaN
210,NaN,NaN,NaN
211,NaN,NaN,NaN
212,NaN,NaN,NaN
213,NaN,NaN,NaN
214,NaN,NaN,NaN
215,NaN,NaN,NaN
216,NaN,NaN,NaN
217,NaN,NaN,NaN
218,NaN,NaN,NaN
219,NaN,NaN,NaN
220,NaN,NaN,NaN
221,NaN,NaN,NaN
222,NaN,NaN,NaN
223,NaN,NaN,NaN
224,NaN,NaN,NaN
225,NaN,NaN,NaN
226,NaN,NaN,NaN
227,NaN,NaN,NaN
228,NaN,NaN,NaN
229,NaN,NaN,NaN
230,NaN,NaN,NaN
231,NaN,NaN,NaN
232,NaN,NaN,NaN
233,NaN,NaN,NaN
234,NaN,NaN,NaN
235,NaN,NaN,NaN
236,NaN,NaN,NaN
237,NaN,NaN,NaN
238,NaN,NaN,NaN
239,NaN,NaN,NaN
240,NaN,NaN,NaN
241,NaN,NaN,NaN
242,NaN,NaN,NaN
243,NaN,NaN,NaN
244,NaN,NaN,NaN
245,NaN,NaN,NaN
246,NaN,NaN,NaN
247,NaN,NaN,NaN
248,NaN,NaN,NaN
249,NaN,NaN,NaN
250,NaN,NaN,NaN
251,NaN,NaN,NaN
252,NaN,NaN,NaN
253,NaN,NaN,NaN
254,NaN,NaN,NaN
255,NaN,NaN,NaN
256,NaN,NaN,NaN
257,NaN,NaN,NaN
258,NaN,NaN,NaN
259,NaN,NaN,NaN
260,NaN,NaN,NaN
261,NaN,NaN,NaN
262,NaN,NaN,NaN
263,NaN,NaN,NaN
264,NaN,NaN,NaN
265,NaN,NaN,NaN
266,NaN,NaN,NaN
267,NaN,NaN,NaN
268,NaN,NaN,NaN
269,NaN,NaN,NaN
270,NaN,NaN,NaN
271,NaN,NaN,NaN
